#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
NC|PCH|35.888332|-120.429169|513|Carr Hill|1986-05-14T20:30:00|2002-12-20T23:59:00
NC|PCHB|35.888462|-120.427284|479|Carr Hill Longitud.cam|2002-12-20T00:00:00|2005-01-22T00:00:00
NC|PCHC|35.888889|-120.427559|479|Carr Hill Transver.cam|2002-12-20T12:00:00|2005-01-22T00:00:00
NC|PCM|35.8055|-120.40963|671|Cholame Hills|2004-10-04T00:00:00|3000-01-01T00:00:00
NC|PCR|36.093887|-120.435753|261|Curry Mountain|1984-01-01T00:00:00|1996-10-10T21:00:00
NC|PDR|36.3363|-120.370033|428|Domingine Ranch #1|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PFR|35.910728|-120.487366|434|Froelich|1986-12-06T00:00:00|2012-02-03T16:52:00
NC|PG1|35.832668|-120.344833|210|Gold Hill Dil#1 (gh1s)|1983-06-27T00:00:00|1993-11-10T18:00:00
NC|PG2|35.834499|-120.343834|250|Gold Hill Dil#2 (gh2s)|1984-01-01T00:00:00|1988-01-01T23:59:00
NC|PGC|35.177834|-120.616333|108|Grace East|1984-01-01T00:00:00|1984-04-12T18:00:00
NC|PGH|35.830761|-120.353844|405|Gold Hill|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PGW|35.183834|-120.626999|148|Grace West|1984-01-01T00:00:00|1985-03-22T23:55:00
NC|PHA|35.836178|-120.398613|398|Harlan Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PHB|36.248501|-120.084015|79|Huron Fishing Bridge #1|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PHC|35.682163|-121.153725|502|Hearst Castle|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PHF|35.881638|-120.401558|457|Heflinger Ranch|1988-02-09T23:00:00|3000-01-01T00:00:00
NC|PHG|35.875999|-120.483498|792|Hog Canyon #1|1984-01-01T00:00:00|1984-09-26T23:15:00
NC|PHO|35.866665|-120.479713|753|Hog Canyon #2|1984-09-25T18:15:00|2004-03-18T23:00:00
NC|PHOB|35.866611|-120.479607|796|Hog Canyon #3|2004-03-18T00:00:00|3000-01-01T00:00:00
NC|PHP|35.980545|-120.606827|548|Hope Ranch|1984-10-26T00:00:00|3000-01-01T00:00:00
NC|PHR|36.373024|-120.818947|707|Hernandez Valley|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PHS|35.823799|-121.053764|451|Hesperia #1|1985-05-24T22:35:00|2007-04-24T22:07:00
NC|PHSB|35.824039|-121.053932|475|Hesperia #3|2007-04-24T00:00:00|3000-01-01T00:00:00
NC|PIR|35.554401|-120.223343|471|Iverson Ranch|1989-01-25T21:00:00|3000-01-01T00:00:00
NC|PIV|35.906502|-120.682335|497|Indian Valley|1984-01-01T00:00:00|1985-09-06T17:30:00
NC|PJC|36.095879|-120.37162|403|Jacalitos Hills|1998-11-02T00:00:00|3000-01-01T00:00:00
NC|PJL|36.090462|-121.158112|240|Jolon Road #2|1984-01-01T00:00:00|1996-04-24T19:00:00
NC|PJU|36.226974|-120.593521|925|Juniper Ridge|1998-11-03T20:30:00|3000-01-01T00:00:00
NC|PKE|36.061031|-120.109634|244|Kettleman Hills|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PKL|35.77298|-120.339943|422|Kerr Lake|2004-09-30T19:30:00|3000-01-01T00:00:00
NC|PKY|35.264|-120.66658|101|KSLY- San Luis Obispo #1|1985-05-21T21:00:00|3000-01-01T00:00:00
NC|PL11|35.97398|-120.551201|627|Pkfld Pilot Hole|2002-07-24T00:00:00|2004-11-17T18:00:00
NC|PL11B|35.974468|-120.551582|659|Pkfld Pilot Hole|2004-11-17T18:00:00|3000-01-01T00:00:00
NC|PL21|35.974339|-120.551369|-1228|Pkfld Pilot Hole S14|2002-07-24T00:00:00|2002-12-18T23:59:00
NC|PL31|35.974339|-120.551369|-1388|Pkfld Pilot Hole S8|2002-07-24T00:00:00|2002-12-18T23:59:00
NC|PL41|35.974339|-120.551369|-1308|Pkfld Pilot Hole S11|2002-09-04T20:00:00|2002-12-18T23:59:00
NC|PLO|36.246326|-121.042953|251|Lonoak Rd|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PMC|35.725224|-120.370621|471|Mcmillan Canyon|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PMG|35.429794|-120.520065|486|Santa Margarita|1984-01-01T00:00:00|2003-02-20T23:59:00
NC|PML|34.894718|-120.60952|468|Mount Lospe #1|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PMM|35.956329|-120.498489|751|Middle Mountain|1984-10-02T20:00:00|3000-01-01T00:00:00
NC|PMP|36.215664|-120.797394|754|Monarch Peak|1984-01-01T00:00:00|2004-05-21T20:08:00
NC|PMPB|36.215904|-120.801262|802|Monarch Peak|2004-05-21T20:08:00|3000-01-01T00:00:00
NC|PMR|35.784294|-120.236755|498|Maxie Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|POP|35.738907|-120.133446|909|Orchard Peak|1989-01-12T18:25:00|1996-10-09T17:30:00
NC|PPB|35.260967|-120.8862|63|Point Buchon|1985-05-22T22:00:00|3000-01-01T00:00:00
NC|PPC|35.949669|-120.595352|558|Portuguese Canyon #1|1984-10-26T21:30:00|2004-03-30T23:00:00
NC|PPF|35.881832|-120.413498|469|Parkfield|1984-01-01T00:00:00|1987-07-15T17:45:00
NC|PPG|35.862637|-119.956451|177|Pepper Grass Valley|1989-01-05T17:45:00|3000-01-01T00:00:00
NC|PPO|35.866665|-120.615959|446|Portuguese Canyon #2|2004-03-30T23:35:00|3000-01-01T00:00:00
NC|PPR|35.647667|-120.700668|279|Paso Robles|1984-01-01T00:00:00|1990-02-14T18:30:00
NC|PPT|36.109127|-120.724228|481|Peach Tree Valley|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PRC|36.255314|-120.618149|575|Roach Canyon|1984-01-01T00:00:00|1998-11-03T18:30:00
NC|PRP|36.000832|-120.476669|1198|Reason Peak|1990-06-06T23:19:00|1992-09-15T23:00:00
NC|PSA|36.024658|-120.889236|150|San Ardo|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PSC|35.588333|-120.426331|326|Shedd Canyon #1|1987-12-01T00:00:00|3000-01-01T00:00:00
NC|PSE|35.245167|-120.764664|201|See Canyon|1984-01-01T00:00:00|1985-05-20T23:59:00
NC|PSH|35.590832|-120.415337|390|Shandon|1984-01-01T00:00:00|1987-12-01T21:30:00
NC|PSM|36.068806|-120.596184|957|Smith Mountain|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PSN|35.787762|-120.295067|390|Stone Corral|2004-09-30T19:30:00|3000-01-01T00:00:00
NC|PSR|35.856228|-120.280357|480|Scobie Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PST|35.93071|-120.514755|559|Stockdale Mountain|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PTA|35.392475|-120.707794|802|Tassajara Creek|1987-10-14T23:45:00|3000-01-01T00:00:00
NC|PTF|35.894165|-120.410004|572|Turkey Flat|1984-09-25T00:00:00|1987-07-15T16:00:00
NC|PTQ|34.581875|-120.573975|448|Tranquillion Mtn|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PTR|35.654152|-120.213318|594|Twissleman Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PVC|35.922073|-120.534988|770|Vineyard Canyon|1984-10-03T00:00:00|3000-01-01T00:00:00
NC|PWK|35.814495|-120.511948|470|Work Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PWM|36.432682|-120.212364|45|Westland Maint Station|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|RWSVT|37.941719|-122.262207|97|San Pablo Dam|2010-10-14T16:00:00|3000-01-01T00:00:00
NC|SN01|38.304588|-122.3396|50|SN Browns Valley Elem|2014-08-25T22:00:00|2014-09-25T21:38:00
NC|SN02|38.30624|-122.335701|51|SN Sprig Court|2014-08-25T21:15:00|2014-10-01T20:33:00
NC|SN03|38.308868|-122.347298|68|SN Morningside-Skylark|2014-08-26T01:30:00|2014-10-01T21:15:00
NC|SN04|38.313141|-122.344902|58|SN Columbia Dr|2014-08-25T23:40:00|2014-09-25T20:09:00
NC|SN05|38.309261|-122.325104|47|SN Larkin Way|2014-08-26T01:15:00|2014-10-01T21:40:00
NC|SN06|38.306419|-122.314201|20|SN W Lincoln Ave|2014-08-26T00:10:00|2014-10-01T22:07:00
NC|SN07|38.30571|-122.301003|15|SN H Street|2014-08-26T01:25:00|2014-10-01T22:32:00
NC|SN09|38.299721|-122.288803|8|SN American Legion|2014-08-27T23:10:00|2014-10-01T18:49:00
NC|SN10|38.30275|-122.288803|4|SN Main-Napa|2014-08-27T21:10:00|2014-10-01T18:23:00
NC|SN11|38.295841|-122.285301|0|SN Treadway-Wigger|2014-08-28T00:55:00|2014-10-01T19:20:00
NC|VCL|42.878502|-122.120163|2048|Crater Lake Ore.|1984-01-01T00:00:00|1985-03-25T21:30:00
NC|VRC|42.329449|-122.227692|1666|Rainbow Creek Ore.|1993-09-23T22:20:00|2001-07-12T16:50:00
NC|VSP|42.341637|-121.949905|1545|Spence Mtn. Ore.|1993-09-24T22:05:00|2001-07-12T16:50:00
NC|VWB|43.913666|-121.554497|1736|Wanoga Butte Ore.|1985-01-01T00:00:00|1985-03-25T19:00:00
NC|WMP|35.640587|-118.785698|1078|Mount Pheasant|1995-03-02T19:00:00|2002-05-08T22:30:00
NC|WWVB|0|0|1|Wwvb Time Code (MP)|1984-01-01T00:00:00|1999-03-20T23:59:00
NN|ADH|37.968334|-118.715332|2043|Adobe Hills Ca.|1985-01-01T00:00:00|3000-01-01T00:00:00
NN|ANT|37.917831|-118.564003|2040|Antelope Mountain Ca.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|BAB|39.601334|-120.103996|2664|Babbit Peak Ca.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|BCK|37.697498|-118.372002|1634|Birch Creek Ca.|1984-09-13T00:00:00|3000-01-01T00:00:00
NN|BEK|39.8666|-120.3596|1743|Beckworth, California w84|1996-10-02T00:00:00|3000-01-01T00:00:00
NN|BEN|37.7155|-118.573334|2490|Benton Ca.|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|BFC|38.894001|-119.607666|1743|Buffalo Canyon Nev.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|BHP|37.2995|-118.487335|2171|Bishop Ca.|1986-08-04T00:00:00|3000-01-01T00:00:00
NN|BMR|40.108665|-120.291|2146|Black Mountain Ca.|1984-08-11T00:00:00|3000-01-01T00:00:00
NN|BON|37.955166|-118.301666|2582|Boundary Peak Nev.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|CAS|37.574833|-118.551498|2170|Casa Diablo Mountain|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|CHS|37.654873|-118.905762|2417|Casa Diablo Hot Spring|2001-08-16T00:00:00|2010-11-19T23:59:00
NN|CWC|37.494835|-118.306335|2000|Coldwater Canyon Ca.|1984-08-10T00:00:00|2002-10-04T23:59:00
NN|DNY|41.081299|-119.276604|2012|Donnelly Peak Nev.|1985-11-22T00:00:00|2010-11-19T23:59:00
NN|DON|39.3517|-120.320503|2268|Donner Summit Ca|1999-07-27T00:00:00|3000-01-01T00:00:00
NN|DSP|37.3694|-117.974098|2400|Deep Springs Calif|1989-05-18T00:00:00|1998-11-17T23:59:00
NN|EBP|38.582832|-119.806335|2432|Ebbets Pass Nev.|1984-10-29T03:40:00|3000-01-01T00:00:00
NN|EMB|38.9744|-120.1029|2134.2|Emerald Bay, California w84|1984-11-01T00:00:00|3000-01-01T00:00:00
NN|EUR|39.7542|-120.7108|1951|Eureka Ca|1999-10-22T00:00:00|3000-01-01T00:00:00
NN|FLV|37.813999|-117.9095|1689|Fish Lake Valley Nev.|1985-01-01T00:00:00|3000-01-01T00:00:00
NN|FMT|36.639668|-116.778831|1025|Funeral Mts Nev|1978-11-28T00:00:00|3000-01-01T00:00:00
NN|FPK|39.224667|-118.151001|2524|Fairview Peak Nev #2|1995-10-25T00:00:00|2010-11-19T23:59:00
NN|GMN|37.300167|-117.259666|2155|Gold Mtn Nev|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|GNO|38.929165|-119.852837|1646|Genoa Nev.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|GVN|37.001499|-117.342499|865|Grapevine Cal|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|GWY|36.185833|-116.670166|1540|Greenwater Valley Ca#2|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|GZY|39.962002|-120.6502|1935|Grizzly Ca|1999-10-22T00:00:00|3000-01-01T00:00:00
NN|HCK|38.0755|-118.592163|1890|Huntoon Creek Nev.|1984-10-26T23:10:00|3000-01-01T00:00:00
NN|HTC|37.529835|-118.771004|3012|Hilton Creek Ca.|1984-08-27T15:26:00|2010-11-19T23:59:00
NN|HYX|39.772835|-117.763336|1661|Hoyt Mine Nev.|1990-01-01T00:00:00|2010-11-19T23:59:00
NN|IND|39.434334|-120.291664|2146|Independence Ca.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|KBF|39.506832|-120.21183|2079|Kyburz Flat Ca.|1984-11-10T04:17:00|3000-01-01T00:00:00
NN|LCH|37.234665|-117.647331|1455|Last Chance Range Nev|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|LHV|38.251301|-118.504898|2353|Little Huntoon Valley|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|LOY|39.658669|-120.235832|1582|Loyalton Ca.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|LUL|38.052334|-119.180336|2243|Lundy Lake Ca.|1984-03-20T18:33:00|3000-01-01T00:00:00
NN|LVO|39.8717|-120.871803|1372|Little Volcano Ca|1999-10-22T00:00:00|3000-01-01T00:00:00
NN|MCA|36.648167|-117.28083|300|Marble Canyon Cal|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|MCC|37.919498|-119.02433|2194|Mono Craters Ca. #2|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|MGC|37.544998|-118.817833|2565|Mcgee Creek Ca.|1984-08-25T03:38:00|1986-08-01T23:59:00
NN|MGM|37.441166|-117.496498|2100|Magruder Mtn Nev|1990-01-01T00:00:00|2000-11-01T23:59:00
NN|MGN|37.813332|-118.695503|2522|Mcgee Canyon Ca.|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|MIL|38.024834|-118.185837|2030|Miller Mountain Nev.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|MLN|37.593834|-118.342667|1780|Millner Creek Ca.|1986-07-21T23:01:00|3000-01-01T00:00:00
NN|MMC|38.360832|-119.128334|2548|Masonic Mountain Nev.|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|MNA|38.432835|-118.15667|1524|Mina Nev.|2001-08-16T00:00:00|2010-11-19T23:59:00
NN|MPK|39.295666|-120.030167|2484|Martis Peak Ca.|1990-01-01T00:00:00|2014-10-20T23:59:00
NN|MPT|38.059502|-118.77533|2179|Mono Plateau Ca.|1993-06-30T00:00:00|3000-01-01T00:00:00
NN|MRS|37.510666|-118.882164|3680|Red Slate Mountain|1993-10-05T00:00:00|2001-01-01T23:59:00
NN|MZP|37.700668|-117.383003|2375|Montezuma Peak Nev|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|OMM|37.6123|-119.0004|2750|Old Mammoth Mine, California w84|2000-07-12T00:00:00|2009-06-26T23:59:59
NN|OMMB|37.6131|-119.0005|2768|Old Mammoth Mine, surface, wgs-84|2011-11-03T00:00:00|3000-01-01T00:00:00
NN|ORC|37.635334|-118.655998|2301|Owens River Ca.|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|PAH|39.7106|-119.3854|1520|Pah Rah Range, Nevada w84gm|1996-08-17T00:00:00|3000-01-01T00:00:00
NN|PAN|36.393166|-117.10083|1690|Panamint Range Cal|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|PEA|39.607601|-119.960297|2142|Peavine Mtn NV|2000-03-01T00:00:00|3000-01-01T00:00:00
NN|PNT|39.0891|-119.5997|2076|Pine Nut, Nevada w84|1994-10-15T00:00:00|3000-01-01T00:00:00
NN|POC|37.362335|-118.279167|1799|Poleta Canyon Ca.|1984-09-13T00:00:00|3000-01-01T00:00:00
NN|POW|38.4095|-118.631836|1890|Powell Mountain Nev.|2001-08-16T00:00:00|2010-11-19T23:59:00
NN|QSM|35.9655|-116.868332|670|Qn. Of Sheba Mine Nev|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|RCC|37.487667|-118.721664|2800|Rock Creek Canyon Ca.|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|RUB|39.0517|-120.1549|2045.2|Rubicon Trail, California w84|2001-10-24T00:00:00|3000-01-01T00:00:00
NN|RYN|38.628166|-118.523003|1585|Ryan Nev.|1985-01-01T00:00:00|3000-01-01T00:00:00
NN|SAT|39.602501|-120.446999|1972|Sattley Ca|1999-10-14T00:00:00|3000-01-01T00:00:00
NN|SBT|39.626801|-120.665802|2152|Sierra Buttes Ca|1999-10-12T00:00:00|3000-01-01T00:00:00
NN|SCH|37.365833|-118.686996|2365|Scheelite Ca.|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|SHP|36.505501|-115.160202|1626|Sheep Range|2000-09-05T00:00:00|2011-04-13T23:59:00
NN|SJC|38.349167|-119.439163|2256|Sonora Junction Ca.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|SLK|37.834|-119.12867|2438|Silver Lake Ca.|1986-04-08T00:00:00|3000-01-01T00:00:00
NN|SMI|39.867298|-120.529503|2344|Smith Peak Ca|1999-10-22T00:00:00|3000-01-01T00:00:00
NN|SRV2|39.6533|-120.3432|1700|Sierraville portable station 2, wgs84|2011-11-30T00:00:00|3000-01-01T00:00:00
NN|SRV3|39.6505|-120.4415|1524|Sierraville portable station, wgs84|2011-11-10T00:00:00|2012-10-22T23:59:59
NN|SRVL|39.5709|-120.3306|1666|Sierraville, California|2011-09-14T00:00:00|2013-08-26T23:59:59
NN|STR|37.436668|-118.760002|3704|Mt Starr Ca.|1985-06-20T00:00:00|1994-07-01T23:59:00
NN|TAH|39.150002|-120.163002|2097|Tahoe City Ca.|1990-01-01T00:00:00|2014-11-03T23:59:00
NN|TCN|37.146667|-116.725334|1469|Thirsty Canyon Nev|1990-01-01T00:00:00|2002-05-01T23:59:00
NN|TMO|36.805332|-117.407997|2195|Tin Mtn Nev|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|TNK|39.267502|-120.235832|2438|Tinkers Knob Ca.|1984-01-01T00:00:00|3000-01-01T00:00:00
NN|TNP|38.082001|-117.217667|1939|Tonopah Nev.|1985-01-01T00:00:00|3000-01-01T00:00:00
NN|TVH1|38.4574|-118.7658|3136|TV Hill Hawthorne sequence BB+Strong Motion; wgs84|2011-04-17T00:00:00|3000-01-01T00:00:00
NN|VIP|39.754002|-119.460831|2499|Virginia Peak Nev.|1990-01-01T00:00:00|2010-10-22T00:00:00
NN|VPK|39.474667|-120.037331|2469|Verdi Peak Ca.|1990-01-01T00:00:00|3000-01-01T00:00:00
NN|WAK|38.5043|-119.4382|1890|Walker, California w84|1996-10-02T00:00:00|3000-01-01T00:00:00
NN|WCN|39.3104|-119.759|1658|Washoe City, Nevada w84gm|1972-08-01T00:00:00|2010-11-10T23:59:59
NN|WCT|36.792168|-116.626663|1000|Wildcat Mtn Nev|1990-01-01T00:00:00|2010-11-19T23:59:00
NN|WIL|38.810402|-119.908302|2470|So. Lake Tahoe Ca|2001-06-08T22:00:00|2011-04-18T23:59:00
NN|WMD|37.443501|-118.637001|1683|Wells Meadows Ca.|1984-01-01T00:00:00|3000-01-01T00:00:00
NP|1002|37.52886|-122.25522|2|CA:Redwood City;APEEL  #2|2000-04-13T18:00:00|3000-01-01T00:00:00
NP|1003|37.49403|-122.2977|0|CA:Belmont;APEEL Sta 6|2005-04-14T18:00:00|3000-01-01T00:00:00
NP|1004|35.36976|-119.02148|122|CA:Bakersfield;Harvey Audit|1990-06-19T18:00:00|3000-01-01T00:00:00
NP|1005|37.8762|-122.2356|244|CA:Berkeley;UCB Strawberry Cyn|1996-02-07T18:00:00|1999-10-06T18:00:00
NP|1010|39.8126|-122.33628|155|CA:Black Butte Dam|2000-04-25T18:00:00|3000-01-01T00:00:00
NP|1017|39.19639|-123.18318|234|CA:Coyote Dam|1999-07-27T18:00:00|3000-01-01T00:00:00
NP|1023|40.57616|-124.26367|16|CA:Ferndale;FS|1999-12-17T18:00:00|3000-01-01T00:00:00
NP|1035|35.64598|-118.47732|814|CA:Lake Isabella Dam|1998-08-15T18:00:00|3000-01-01T00:00:00
NP|1041|34.9977|-119.4858|0|CA:Maricopa Arr|1994-01-27T18:00:00|3000-01-01T00:00:00
NP|1042|35.0402|-119.42848|0|CA:Maricopa Arr|1994-01-27T18:00:00|3000-01-01T00:00:00
NP|1043|35.07845|-119.40056|0|CA:Maricopa Arr|1994-01-27T18:00:00|3000-01-01T00:00:00
NP|1044|35.13082|-119.36862|0|CA:Maricopa Arr|1994-01-27T18:00:00|3000-01-01T00:00:00
NP|1047|38.15063|-120.81683|164|CA:New Hogan Dam|2000-03-22T18:00:00|3000-01-01T00:00:00
NP|1054|36.83228|-119.33066|191|CA:Pine Flat Dam|2000-03-30T18:00:00|3000-01-01T00:00:00
NP|108|33.91531|-117.84135|136|CA:Carbon Canyon Dam|2012-06-19T18:00:00|3000-01-01T00:00:00
NP|1083|35.28427|-120.66101|0|CA:San Luis Obispo;Rec Cntr|1992-09-22T18:00:00|3000-01-01T00:00:00
NP|1098|36.41409|-119.00245|163|CA:Terminus Dam|1999-09-23T18:00:00|3000-01-01T00:00:00
NP|1103|37.87004|-122.26878|55|CA:Berkeley;Great Western Sav|1992-02-20T18:00:00|3000-01-01T00:00:00
NP|1129|37.68082|-122.08251|47|CA:Hayward;City Hall|1996-02-09T18:00:00|1999-11-22T18:00:00
NP|1133|39.32822|-120.11363|1784|CA:Martis Creek Dam|2000-05-16T18:00:00|3000-01-01T00:00:00
NP|117|32.79531|-115.54955|-13|CA:El Centro;ECA9 Irr Dist SS|2000-04-26T18:00:00|3000-01-01T00:00:00
NP|1216|38.71702|-123.00909|152|CA:Warm Springs Dam|1999-09-08T18:00:00|3000-01-01T00:00:00
NP|1225|37.78268|-122.50482|106|CA:SF;VAMC Bld2|2004-07-15T18:00:00|3000-01-01T00:00:00
NP|1226|37.62553|-121.76303|0|CA:Livermore;VAMC Bld 62|2004-03-24T18:00:00|3000-01-01T00:00:00
NP|1239|37.7952|-122.40282|5|CA:SF;Transamerica Tower|1990-02-22T18:00:00|3000-01-01T00:00:00
NP|129|34.0501|-117.26408|0|CA:Loma Linda;Univ Med Ctr|1999-11-22T18:00:00|2006-09-29T18:00:00
NP|141|34.1184|-118.3004|0|CA:Hollywood;Griffith Obs|1990-03-29T18:00:00|2002-10-08T18:00:00
NP|1442|37.11026|-119.88419|171|CA:Hidden Dam|1999-09-30T18:00:00|3000-01-01T00:00:00
NP|1446|37.78956|-122.40036|7|CA:SF;Chevron Bld|1999-12-17T18:00:00|3000-01-01T00:00:00
NP|1447|37.40568|-122.14159|28|CA:Palo Alto;VAMC Bld 5|1991-11-22T18:00:00|3000-01-01T00:00:00
NP|1448|37.99345|-122.11658|72|CA:Martinez;VA Hosp|1991-06-04T18:00:00|1994-03-25T18:00:00
NP|1450|37.21938|-119.9871|185|CA:Buchanan Dam|1999-09-20T18:00:00|3000-01-01T00:00:00
NP|1479|36.53127|-121.14439|384|CA:Paicines;Hain Homestead|2009-11-24T18:00:00|3000-01-01T00:00:00
NP|1484|36.05862|-118.92277|170|CA:Lake Success Dam|1992-02-25T18:00:00|3000-01-01T00:00:00
NP|1505|39.8842|-120.47628|1781|CA:Grizzly Valley Dam|1995-11-30T18:00:00|3000-01-01T00:00:00
NP|1515|37.5553|-122.2495|2|CA:Foster City;R. Maley Res|1996-02-01T18:00:00|1999-12-13T18:00:00
NP|1571|37.33927|-121.85201|0|CA:San Jose;101/280/680 xchng|1998-04-03T18:00:00|3000-01-01T00:00:00
NP|1575|36.85112|-121.40334|89|CA:Hollister;City Hall Annex|1999-08-04T18:00:00|3000-01-01T00:00:00
NP|1576|37.56957|-118.75278|0|CA:Long Valley;FS|1996-07-11T18:00:00|3000-01-01T00:00:00
NP|1581|40.73501|-124.20763|4|CA:Eureka;South Bay School|1999-12-15T18:00:00|3000-01-01T00:00:00
NP|1582|40.69939|-124.20093|13|CA:Eureka;Coll of the Redwoods|1999-12-16T18:00:00|3000-01-01T00:00:00
NP|1584|40.49761|-124.29448|0|CA:Ferndale;Bunker Hill  FAA|1999-12-17T18:00:00|3000-01-01T00:00:00
NP|1586|40.6442|-124.22071|36|CA:Loleta;FS|1999-12-18T18:00:00|3000-01-01T00:00:00
NP|1587|37.58359|-118.23691|0|CA:Mt Barcroft;McAfee Meadow|1991-10-21T18:00:00|3000-01-01T00:00:00
NP|1588|37.37338|-117.97884|1578|CA:Big Pine;Deep Springs Col|1991-10-21T18:00:00|3000-01-01T00:00:00
NP|1589|37.36061|-118.32858|1236|CA:Bishop;UCLA Rsrch Sta|1999-12-01T18:00:00|3000-01-01T00:00:00
NP|1590|37.9445|-122.5099|3|CA:Larkspur;Ferry Terminal|1999-11-17T18:00:00|2001-11-08T18:00:00
NP|1652|37.16584|-121.62975|195|CA:Anderson Dam|2003-01-16T18:00:00|3000-01-01T00:00:00
NP|1662|37.8398|-122.2961|3|CA:Emeryville;Pacific Pk Plaza|1997-01-30T18:00:00|3000-01-01T00:00:00
NP|1675|37.7276|-122.38515|9|CA:SF;FS 17  Hunters Point|1996-02-01T18:00:00|3000-01-01T00:00:00
NP|1676|37.7934|-122.41636|98|CA:SF;FS 41;Russian Hill|2001-05-08T18:00:00|3000-01-01T00:00:00
NP|1678|37.80678|-122.47576|0|CA:SF;Golden Gate Brdg|1996-02-01T18:00:00|3000-01-01T00:00:00
NP|1679|37.52795|-118.36745|1298|CA:Chalfant Valley;FS|1999-12-02T18:00:00|3000-01-01T00:00:00
NP|1680|37.68167|-118.39029|1417|CA:Hammil Valley;Cinnamon Rnch|1999-12-04T18:00:00|3000-01-01T00:00:00
NP|1682|37.61848|-118.38451|1398|CA:Bishop;White Mtn Ranch|1999-12-02T18:00:00|3000-01-01T00:00:00
NP|1684|37.51485|-121.83119|128|CA:Sunol;Ohlone Wilderness Pk|1999-04-21T18:00:00|3000-01-01T00:00:00
NP|1687|37.45039|-121.8003|0|CA:Milpitas;Calaveras Rsvr S|1994-04-12T18:00:00|2001-01-01T18:00:00
NP|1688|37.59669|-121.88094|91|CA:Sunol;Forest-FS|1994-03-08T18:00:00|3000-01-01T00:00:00
NP|1689|37.70895|-121.93329|106|CA:Dublin;FS|1994-03-07T18:00:00|3000-01-01T00:00:00
NP|1690|37.80945|-121.99289|120|CA:Danville;FS 31|1992-12-10T18:00:00|3000-01-01T00:00:00
NP|1691|37.92657|-122.07853|37|CA:Pleasant Hill;FS 2|1996-02-09T18:00:00|3000-01-01T00:00:00
NP|1692|39.2387|-121.2683|174|CA:Englebright Dam|1999-03-24T18:00:00|3000-01-01T00:00:00
NP|1695|37.40161|-122.02483|8|CA:Sunnyvale;Salsman Res|1993-10-01T18:00:00|3000-01-01T00:00:00
NP|1696|37.39631|-121.75803|0|CA:Cherry Flat Rsvr|2008-09-25T18:00:00|3000-01-01T00:00:00
NP|1697|37.23917|-122.10653|879|CA:Los Gatos;Los Altos Rod&Gun|1997-05-09T18:00:00|3000-01-01T00:00:00
NP|1699|37.319|-122.152|0|CA:Palo Alto;4185 Page Mill Rd|1991-01-10T18:00:00|2001-05-29T18:00:00
